,zip,state,excessive_count,readmission_ratio,predicted_rate,expected_rate,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
126,46052,IN,6,0.9792400000000001,16.419999999999998,16.5,1,1.0,1.0,1.0,1.0,1.0,3.5,92.2,93.8,97.9,95.2,76.1,77.9,99.7,81.0,72.3,81.4,87.0,79.9,68.6,19.2,14.1,2,2
127,47362,IN,1,1.0175166666666666,15.9,15.516666666666666,1,1.0,1.0,1.0,1.0,1.0,4.0,95.8,99.0,100.0,97.4,84.9,85.0,97.2,74.1,72.8,83.9,77.8,81.7,62.1,19.2,13.7,1,1
128,61636,IL,2,1.0192833333333333,14.983333333333334,14.716666666666669,1,1.0,1.0,1.0,1.0,1.0,2.25,89.5,98.3,99.25,96.35,63.2,70.45,95.15,53.9,58.3,60.8,67.45,48.2,42.900000000000006,23.55,3.65,0,0
129,60068,IL,2,0.9974333333333334,17.933333333333334,17.966666666666665,1,1.0,1.0,1.0,1.0,1.0,3.5,96.2,99.0,99.8,99.2,68.5,71.6,99.1,71.5,74.6,74.1,72.7,75.4,61.6,14.6,11.3,1,2
130,47129,IN,4,1.0218833333333333,14.916666666666666,14.783333333333331,1,1.0,1.0,1.0,1.0,1.0,3.0,89.8,98.4,99.6,95.2,82.2,88.9,97.4,75.4,75.8,74.6,73.5,69.0,66.0,19.7,7.6,1,2
131,62321,IL,3,1.0659500000000002,17.733333333333334,16.833333333333332,1,1.0,1.0,1.0,1.0,1.0,4.0,98.5,98.6,100.0,97.6,78.8,84.3,97.95,72.6,75.05000000000001,81.65,78.3,76.0,71.94999999999999,16.4,9.85,2,2
132,40504,KY,2,1.10715,17.316666666666666,16.116666666666664,1,1.0,1.0,1.0,1.0,1.0,3.0,89.0,99.5,99.9,99.9,76.9,78.6,100.0,70.5,72.5,75.1,70.1,75.9,69.0,25.4,9.7,1,1
133,41056,KY,1,1.01824,17.6,17.0,1,1.0,1.0,1.0,1.0,1.0,5.0,98.3,100.0,100.0,100.0,83.7,89.3,100.0,79.6,78.6,85.5,83.1,85.7,74.0,10.9,21.2,2,2
134,40977,KY,3,0.9959500000000001,15.15,15.316666666666668,1,1.0,1.0,1.0,1.0,1.0,3.75,97.19999999999999,97.25,99.3,98.55,83.69999999999999,88.15,97.85,74.5,71.25,80.85,74.30000000000001,76.4,69.94999999999999,16.05,15.5,2,2
135,42071,KY,3,1.0042499999999999,14.600000000000001,14.575,1,1.0,1.0,1.0,1.0,1.0,3.375,92.55000000000001,96.325,99.7,99.5,87.19999999999999,88.95000000000002,98.35,67.65,67.92500000000001,65.3,66.3,67.475,52.925000000000004,15.125,14.8,2,2
136,67226,KS,0,0.98755,16.55,16.475,1,1.0,1.0,1.0,1.0,1.0,4.5,98.9,100.0,100.0,99.9,98.7,98.7,100.0,75.7,73.8,84.5,85.9,86.5,69.0,19.4,12.4,2,2
137,51301,IA,0,0.9806,17.95,18.25,1,1.0,1.0,1.0,1.0,0.0,3.5,96.9,96.3,100.0,99.2,82.4,89.4,96.4,69.5,66.3,75.6,72.5,76.0,57.0,14.3,14.7,2,2
138,52001,IA,8,0.9823833333333334,14.583333333333334,14.333333333333334,1,1.0,1.0,1.0,1.0,1.0,3.5,96.9,99.3,99.5,99.4,73.3,79.4,99.2,67.4,66.0,75.0,84.3,80.1,54.7,14.5,12.3,1,1
139,52627,IA,0,0.9839272727272728,14.654545454545456,14.8,1,1.0,1.0,1.0,1.0,1.0,3.5,97.9,98.9,99.9,99.9,79.4,91.6,98.8,74.2,72.0,77.8,72.5,65.0,66.7,15.9,12.9,2,1
140,51104,IA,1,1.0992799999999998,17.9,16.74,1,1.0,1.0,1.0,1.0,1.0,4.5,98.9,99.6,99.8,98.3,77.3,79.4,99.6,80.3,77.2,86.4,85.8,78.3,71.2,17.7,14.9,1,2
141,67601,KS,2,1.04854,15.6,15.280000000000001,1,1.0,1.0,1.0,0.0,1.0,5.0,98.2,100.0,100.0,100.0,89.6,95.0,100.0,87.6,94.2,98.0,94.8,85.9,86.5,16.0,16.2,2,2
142,52655,IA,8,1.05302,17.76,16.82,1,1.0,1.0,0.0,1.0,1.0,3.5,95.7,95.4,97.6,96.1,64.8,69.2,97.5,77.6,74.9,82.1,86.6,82.4,73.2,16.4,13.1,2,2
143,50702,IA,2,0.98508,17.26,17.419999999999998,1,1.0,1.0,1.0,1.0,1.0,4.0,95.7,97.9,99.8,99.7,72.2,77.8,99.2,79.0,77.3,84.6,78.4,74.9,72.1,16.8,13.8,2,1
144,50309,IA,1,1.05772,16.96,16.26,1,1.0,1.0,1.0,1.0,1.0,3.5,89.1,97.1,98.5,98.4,74.9,73.6,95.2,73.4,70.4,74.1,81.9,82.6,65.9,18.0,11.8,2,2
145,52501,IA,1,0.9248000000000001,14.6,15.520000000000001,1,1.0,1.0,1.0,1.0,1.0,4.0,97.09999999999998,99.46666666666665,99.96666666666665,99.7,81.63333333333334,83.0,99.63333333333333,77.56666666666668,72.2,82.43333333333334,83.3,74.56666666666666,69.43333333333334,17.333333333333332,15.133333333333335,2,1
146,67124,KS,0,1.0333400000000001,16.5,16.0,1,1.0,1.0,1.0,0.0,1.0,3.0,94.6,99.8,99.5,99.2,68.4,74.3,99.4,60.4,71.2,58.5,71.0,62.2,37.6,16.9,17.1,2,2
147,67114,KS,4,0.91748,14.559999999999997,15.9,1,1.0,1.0,1.0,1.0,1.0,3.5,99.2,98.8,100.0,98.7,79.6,84.7,97.5,77.7,69.0,77.3,76.1,71.5,66.6,21.0,13.2,1,2
148,66204,KS,6,0.9204833333333332,15.533333333333331,16.7,1,1.0,0.0,0.0,0.0,1.0,4.5,98.8,100.0,99.5,99.6,74.8,97.9,100.0,100.0,82.2,93.1,99.3,100.0,81.5,25.5,17.3,1,2
149,70503,LA,6,1.0233333333333334,22.733333333333334,22.233333333333334,1,1.0,1.0,1.0,1.0,1.0,3.5,96.1,99.6,99.6,99.5,75.2,78.6,99.5,72.2,66.2,78.1,78.5,74.6,66.0,16.9,13.0,2,1
150,70570,LA,0,1.0691599999999999,18.360000000000003,17.88,1,1.0,1.0,1.0,1.0,1.0,3.5,96.6,99.6,99.2,99.0,83.2,85.6,99.2,71.7,64.4,71.0,67.0,70.8,58.8,16.2,12.4,1,1
151,70510,LA,1,0.9363166666666668,15.283333333333333,15.866666666666665,1,1.0,1.0,1.0,1.0,1.0,4.0,98.9,99.9,99.9,100.0,76.4,80.7,99.7,72.1,74.6,71.4,79.4,67.8,66.9,11.6,22.4,1,1
152,70433,LA,21,0.8941666666666667,14.216666666666669,15.883333333333335,1,1.0,1.0,1.0,0.0,1.0,3.0,94.5,95.7,99.9,99.9,73.2,75.8,99.0,66.3,77.6,71.6,72.3,75.9,60.3,21.1,13.2,1,1
153,71052,LA,1,1.0153599999999998,16.04,16.0,1,1.0,1.0,1.0,0.0,1.0,2.5,88.0,99.2,99.0,98.4,85.7,96.7,100.0,58.0,59.1,54.0,47.6,73.5,50.3,17.6,17.6,2,2
154,70737,LA,4,1.0135399999999999,15.580000000000002,15.540000000000001,1,1.0,1.0,1.0,1.0,1.0,3.5,96.2,98.8,99.9,99.4,81.7,82.7,96.8,71.2,67.2,76.8,75.4,80.5,56.7,15.0,12.1,2,1
155,40962,KY,6,1.0362333333333333,15.333333333333334,15.233333333333334,1,1.0,1.0,1.0,1.0,1.0,3.5,98.8,97.2,99.9,99.7,83.3,78.9,98.1,70.4,73.3,64.5,67.4,76.1,42.4,18.2,11.1,1,2
156,41501,KY,16,1.01816,16.34,15.76,1,1.0,1.0,1.0,1.0,1.0,3.0,91.4,91.6,99.4,98.8,54.9,73.4,91.9,66.7,65.1,75.8,74.1,79.5,59.0,17.4,13.2,2,2
157,40475,KY,2,1.0456199999999998,15.359999999999998,14.759999999999996,1,1.0,1.0,1.0,1.0,1.0,1.5,80.4,83.3,98.7,85.1,58.2,77.8,83.3,57.6,49.7,63.7,52.4,73.4,54.8,24.8,11.4,0,0
158,41503,KY,6,0.9698599999999999,14.580000000000002,15.38,1,1.0,0.0,1.0,0.0,1.0,5.0,98.7,100.0,99.8,99.6,95.9,96.2,99.5,83.5,85.2,87.3,96.3,92.6,81.5,17.7,14.1,2,2
159,42431,KY,4,0.96462,13.66,14.580000000000002,1,1.0,1.0,1.0,0.5,1.0,4.0,97.1,99.0,100.0,99.35,78.35,81.65,99.15,78.7,81.3,82.80000000000001,82.6,80.05000000000001,70.05,20.85,12.55,1,2
160,40503,KY,2,0.9126999999999998,13.64,14.739999999999998,1,1.0,1.0,1.0,1.0,1.0,3.0,87.8,97.7,99.5,99.8,90.2,97.0,97.4,66.7,65.3,69.9,74.3,77.4,55.2,15.5,12.8,2,2
161,70806,LA,9,0.9407,13.86,15.179999999999998,1,1.0,1.0,1.0,1.0,0.5,3.75,99.25,97.5,99.85,98.85,79.80000000000001,81.80000000000001,97.85,73.2,70.95,79.19999999999999,67.9,82.35,61.0,16.4,10.25,2,2
162,70809,LA,3,0.97375,15.033333333333333,15.866666666666669,1,1.0,1.0,1.0,0.6666666666666666,1.0,3.3333333333333335,93.66666666666667,98.89999999999999,99.3,97.8,79.53333333333333,81.8,99.46666666666665,69.10000000000001,60.300000000000004,69.8,71.36666666666666,71.7,59.86666666666667,14.9,14.5,2,2
163,71263,LA,1,0.9723636363636362,15.127272727272725,15.600000000000001,1,1.0,1.0,1.0,1.0,1.0,3.0,97.8,99.0,99.6,96.9,72.3,80.7,97.2,68.4,65.4,70.7,71.9,68.1,58.1,15.2,12.5,1,2
164,71270,LA,9,0.97604,16.22,16.240000000000002,1,1.0,1.0,1.0,1.0,1.0,3.0,97.5,99.1,99.1,94.3,81.0,89.0,97.7,66.6,61.6,65.2,63.4,65.6,54.7,18.0,12.2,2,2
165,71103,LA,20,0.97375,15.033333333333333,15.866666666666669,1,1.0,1.0,1.0,1.0,1.0,4.0,95.7,99.3,99.7,99.2,88.7,94.5,99.4,67.6,76.1,75.2,70.3,83.3,54.1,14.2,12.6,2,2
166,71342,LA,0,1.1649999999999998,18.66,16.200000000000003,1,1.0,1.0,1.0,1.0,1.0,3.25,94.89999999999999,92.825,99.55,99.425,81.025,88.35,93.52499999999999,74.875,72.625,74.82499999999999,73.2,76.75,65.575,16.5,11.174999999999999,2,2
167,70065,LA,5,1.1649999999999998,18.660000000000004,16.2,1,1.0,1.0,1.0,1.0,1.0,3.5,97.53333333333335,95.5,99.86666666666667,99.0,78.53333333333335,85.73333333333335,97.63333333333333,72.16666666666666,74.1,73.10000000000001,70.10000000000001,74.06666666666666,61.26666666666667,15.266666666666666,12.533333333333333,2,1
168,71291,LA,4,1.0739800000000002,17.38,16.119999999999997,1,1.0,1.0,1.0,1.0,1.0,1.5,92.4,95.0,100.0,98.9,36.1,53.9,94.3,48.6,60.2,53.1,44.7,57.1,60.8,18.8,6.6,2,2
169,46321,IN,3,0.9046666666666666,16.2,17.833333333333332,1,1.0,1.0,1.0,1.0,1.0,3.8,94.47999999999999,99.3,99.74,97.42,79.14,77.44,98.72,76.42,70.32000000000001,79.12,79.34,82.35999999999999,65.66,17.52,9.459999999999999,2,2
170,46307,IN,4,1.0895333333333332,22.766666666666666,20.933333333333334,1,1.0,1.0,0.0,0.0,1.0,2.0,93.8,98.4,99.3,98.8,59.9,65.6,94.6,57.1,48.7,56.6,60.0,57.2,55.9,15.0,17.8,2,1
171,21215,MD,6,0.9445799999999999,15.020000000000001,15.48,1,1.0,1.0,1.0,0.0,1.0,3.5,93.3,99.2,100.0,100.0,86.4,88.2,93.8,68.3,70.6,71.4,71.7,81.1,60.0,17.9,15.8,0,0
172,21204,MD,1,1.0195999999999998,18.9,18.599999999999998,1,1.0,1.0,1.0,1.0,1.0,4.0,96.6,99.1,99.9,99.3,87.3,91.9,98.5,73.8,67.4,78.6,74.6,72.6,68.2,14.9,17.3,1,1
173,20744,MD,2,1.052816666666667,16.01666666666667,15.25,1,1.0,1.0,1.0,1.0,1.0,3.5,98.3,96.6,100.0,99.6,73.8,71.2,99.3,67.4,75.6,70.7,72.5,69.0,58.9,13.1,16.2,3,1
174,2703,MA,4,1.08692,16.799999999999997,16.22,1,1.0,1.0,1.0,1.0,1.0,2.0,94.5,94.3,99.0,97.0,59.1,78.9,94.2,61.1,59.9,56.1,59.4,69.0,28.5,17.3,10.1,2,2
175,1950,MA,4,1.0365799999999998,18.04,17.06,1,1.0,1.0,0.5,1.0,1.0,4.25,97.35,99.9,99.9,99.9,89.05,93.30000000000001,99.75,78.75,72.85,81.8,82.35,79.25,70.15,18.85,10.2,2,2
176,2780,MA,5,0.9812666666666668,18.3,18.599999999999998,1,1.0,1.0,1.0,1.0,1.0,3.0,97.8,99.5,100.0,99.2,73.4,78.0,98.9,61.0,68.2,64.1,62.0,64.5,57.7,16.4,17.8,2,2
177,70427,LA,3,0.9838166666666668,15.75,15.683333333333335,1,1.0,1.0,1.0,1.0,1.0,4.0,96.7,97.6,100.0,98.1,88.4,96.4,96.3,77.4,71.9,84.2,83.0,89.8,75.0,19.3,15.6,1,1
178,4736,ME,3,1.13958,18.56,16.66,1,1.0,1.0,1.0,1.0,1.0,4.0,93.6,99.3,100.0,99.6,91.1,91.6,99.2,77.0,68.7,77.7,73.2,71.2,64.2,9.0,12.1,2,2
179,49423,MI,0,1.0147599999999999,16.32,15.98,1,1.0,1.0,1.0,1.0,1.0,3.0,95.5,96.1,99.4,98.9,58.6,62.2,98.1,67.6,60.4,68.6,80.5,75.6,64.2,20.5,8.0,2,2
180,48093,MI,4,1.0533249999999998,21.474999999999998,20.25,1,1.0,1.0,1.0,1.0,1.0,3.5,88.2,95.4,99.4,99.6,75.5,75.4,89.4,74.4,72.8,77.4,74.3,79.2,68.0,16.4,14.4,2,1
181,2540,MA,4,0.9688333333333334,18.266666666666666,18.866666666666664,1,1.0,1.0,1.0,1.0,1.0,3.75,94.6,94.8,100.0,100.0,90.85,48.95,99.4,70.65,56.3,80.6,94.4,72.4,64.85,15.0,6.95,2,2
182,1605,MA,8,0.9713799999999999,15.8,15.959999999999999,1,1.0,1.0,1.0,1.0,1.0,2.5,79.0,97.4,99.7,99.7,75.7,72.9,97.9,67.7,62.2,68.8,63.8,68.9,59.0,16.1,11.3,1,1
183,2747,MA,4,1.0502666666666667,19.8,19.0,1,1.0,1.0,1.0,1.0,1.0,4.0,97.3,99.0,99.9,98.3,84.0,87.7,97.0,77.8,75.4,79.0,76.6,77.8,71.1,16.2,14.6,3,1
184,48661,MI,2,0.9713799999999999,15.8,15.959999999999999,1,1.0,1.0,1.0,1.0,1.0,4.0,95.8,99.7,99.4,97.8,80.3,85.4,98.8,74.4,76.4,80.1,76.8,78.0,64.4,17.3,13.1,1,1
185,48162,MI,10,1.03902,17.160000000000004,16.439999999999998,1,1.0,1.0,1.0,1.0,1.0,2.5,79.7,100.0,98.0,88.5,78.7,79.7,93.1,60.3,63.9,59.8,59.9,83.3,47.5,22.8,11.9,0,0
186,49519,MI,0,1.0855599999999999,17.18,15.74,1,1.0,1.0,1.0,1.0,1.0,3.5,94.3,100.0,99.6,98.8,78.2,84.0,98.8,68.7,73.1,67.2,71.5,68.1,55.5,13.4,12.9,2,2
187,48118,MI,0,0.9814599999999999,15.860000000000003,16.339999999999996,1,1.0,1.0,1.0,1.0,1.0,4.75,95.25,99.9,100.0,96.95,94.25,94.4,100.0,86.6,82.6,84.2,97.55000000000001,86.25,50.15,16.35,15.0,2,2
188,21502,MD,1,0.97836,15.820000000000002,15.9,1,1.0,1.0,1.0,1.0,1.0,2.5,85.0,94.3,96.3,100.0,48.8,77.8,96.8,73.8,50.4,70.0,62.8,75.5,65.0,11.2,7.8,2,2
189,21157,MD,1,0.97836,15.820000000000002,15.9,1,1.0,1.0,1.0,1.0,1.0,3.0,93.1,99.5,99.7,98.3,73.4,74.3,98.8,70.3,73.6,70.7,69.5,72.2,59.5,14.9,19.1,2,1
190,55109,MN,2,1.00016,16.660000000000004,16.800000000000004,1,1.0,0.0,1.0,1.0,1.0,4.0,99.0,100.0,100.0,100.0,71.4,88.9,100.0,75.2,76.0,73.8,69.4,93.4,49.5,19.7,10.2,1,2
191,38801,MS,3,1.00012,16.16,16.28,1,1.0,1.0,0.0,1.0,1.0,3.0,90.9,96.9,100.0,97.0,85.9,91.2,100.0,65.6,48.6,59.9,64.4,72.0,42.5,10.8,20.3,3,1
192,63141,MO,2,1.00526,14.660000000000002,14.84,1,1.0,1.0,1.0,1.0,1.0,4.5,97.7,99.7,99.8,91.7,90.4,85.2,91.4,84.0,72.0,83.6,87.2,84.7,42.3,14.1,17.3,2,2
193,64429,MO,1,1.0035,13.683333333333332,14.083333333333334,1,1.0,1.0,1.0,1.0,1.0,2.5,96.6,98.3,98.8,94.1,74.0,92.3,99.0,59.5,60.0,57.7,53.8,62.0,45.8,18.1,11.0,2,2
194,65201,MO,0,1.0035,13.683333333333332,14.083333333333334,1,1.0,1.0,1.0,1.0,1.0,2.0,88.6,93.4,100.0,94.0,69.8,89.9,91.2,55.9,58.0,52.6,61.5,70.9,44.5,23.9,5.9,2,2
195,48075,MI,0,1.0186,17.4,16.65,1,1.0,1.0,1.0,1.0,1.0,4.25,97.1,97.35,99.6,98.55,87.05,80.44999999999999,99.5,77.25,74.0,85.15,83.85,86.45,69.15,19.15,11.75,2,2
196,49707,MI,1,1.1729,18.45,16.2,1,1.0,1.0,1.0,1.0,0.0,2.5,83.0,97.8,100.0,96.8,65.0,75.5,91.8,54.8,70.5,71.5,73.8,74.0,65.3,25.3,11.0,0,0
197,49242,MI,0,1.0051499999999998,15.283333333333333,15.383333333333331,1,1.0,1.0,1.0,1.0,1.0,4.0,97.3,100.0,100.0,100.0,83.8,86.5,100.0,87.9,74.3,78.7,92.3,89.3,64.2,24.2,11.8,2,2
198,48202,MI,8,0.99922,15.6,15.84,1,1.0,1.0,1.0,1.0,1.0,4.0,95.4,99.6,100.0,100.0,97.8,98.5,98.2,77.1,71.5,82.0,88.5,84.9,77.4,22.4,12.1,2,1
199,38614,MS,4,1.1213250000000001,17.35,15.325,1,1.0,1.0,1.0,1.0,1.0,3.0,95.8,99.3,99.5,99.3,79.1,92.2,97.9,69.3,63.8,63.5,67.2,59.1,53.1,15.0,15.5,2,1
200,55426,MN,2,0.8856399999999999,15.039999999999997,16.7,1,1.0,1.0,1.0,0.0,1.0,3.0,96.9,91.7,99.5,98.7,80.0,91.3,98.7,70.1,79.7,67.8,58.9,67.3,57.9,13.0,17.1,2,1
201,55343,MN,1,0.9787666666666667,14.050000000000002,14.366666666666665,1,1.0,1.0,1.0,1.0,1.0,3.5,99.6,99.6,100.0,100.0,82.0,86.8,100.0,63.1,63.0,67.3,69.4,74.6,64.8,14.5,13.3,2,2
202,68847,NE,0,1.0036,14.725,14.524999999999999,1,1.0,1.0,1.0,1.0,0.0,3.5,94.2,95.4,97.4,99.3,82.6,84.7,97.4,75.7,67.2,87.2,71.8,78.7,71.2,16.7,10.4,2,2
203,68601,NE,1,1.0100666666666667,18.633333333333333,18.466666666666665,1,1.0,1.0,1.0,1.0,1.0,5.0,98.5,100.0,100.0,100.0,83.1,92.8,100.0,84.3,79.3,88.1,84.3,89.3,72.9,19.2,16.8,2,2
204,68510,NE,0,0.926,13.883333333333333,15.0,1,1.0,1.0,1.0,1.0,1.0,3.5,97.2,99.4,100.0,100.0,84.9,84.6,98.6,75.4,64.4,68.6,68.7,77.4,54.0,16.6,9.6,2,2
205,68803,NE,0,0.926,13.883333333333333,15.0,1,1.0,1.0,1.0,1.0,1.0,3.5,99.3,99.7,99.7,99.7,84.6,88.7,98.2,75.0,67.7,75.2,77.1,77.1,71.7,21.9,17.1,2,1
206,68025,NE,1,1.0568499999999998,15.733333333333334,14.75,1,1.0,1.0,1.0,1.0,1.0,3.0,92.7,92.8,100.0,95.8,74.6,88.6,97.0,71.7,70.5,77.3,70.6,75.2,61.8,17.2,8.0,2,2
207,39503,MS,1,1.0160500000000001,16.700000000000003,16.325,1,1.0,1.0,1.0,1.0,1.0,3.0,89.8,96.2,99.5,98.3,73.1,87.7,96.1,71.8,70.3,66.9,70.3,77.7,50.1,11.4,13.2,2,2
208,75057,TX,3,0.9626,15.6,16.3,1,1.0,1.0,1.0,1.0,1.0,3.5,88.19999999999999,99.15,99.0,95.25,86.5,87.55,97.15,70.6,72.95,75.8,64.7,72.85,62.7,14.1,19.25,1,1
209,16803,PA,3,0.9758,16.95,17.35,1,1.0,1.0,1.0,0.0,1.0,2.0,90.5,97.9,99.6,100.0,78.0,84.6,95.0,57.8,42.8,55.6,13.3,15.9,40.0,12.1,10.1,2,2
210,76549,TX,2,1.04304,16.9,15.939999999999998,1,1.0,1.0,1.0,1.0,1.0,4.0,92.4,94.8,100.0,96.7,81.6,88.0,94.9,81.0,79.4,86.6,77.4,83.8,66.6,17.9,18.6,2,2
211,19111,PA,3,0.9695666666666667,14.533333333333331,14.933333333333332,1,1.0,1.0,1.0,1.0,1.0,2.25,90.4,98.95,99.45,92.7,69.55000000000001,83.95,95.6,49.35,47.25,52.1,58.900000000000006,55.2,41.05,15.5,15.350000000000001,2,2
212,43506,OH,2,1.0322833333333332,15.383333333333335,15.066666666666663,1,1.0,1.0,1.0,1.0,1.0,5.0,99.8,99.8,100.0,100.0,80.5,80.8,100.0,80.4,81.0,86.2,94.0,89.5,79.6,17.5,16.2,2,2
213,44004,OH,15,1.08442,14.940000000000001,14.8,1,1.0,1.0,1.0,1.0,1.0,3.75,94.4,98.35,99.75,100.0,88.44999999999999,87.55,97.95,79.2,77.85,80.65,83.65,69.0,56.2,14.5,8.600000000000001,2,2
214,28211,NC,3,1.10366,16.6,15.559999999999999,1,1.0,1.0,1.0,1.0,0.0,4.5,99.7,99.8,99.9,94.8,98.2,99.7,99.9,79.0,76.5,88.3,88.5,80.9,70.4,21.3,13.8,1,2
215,38401,TN,6,0.8937499999999999,14.833333333333334,16.333333333333332,1,1.0,0.75,1.0,1.0,1.0,3.375,97.25,97.475,99.825,98.525,71.675,76.45,98.2,72.825,66.825,76.425,75.425,64.75,60.875,14.875,12.600000000000001,2,2
216,44601,OH,1,1.0341,15.616666666666667,15.35,1,1.0,1.0,1.0,1.0,1.0,4.0,96.25,99.25,100.0,98.95,87.44999999999999,92.55,98.80000000000001,72.1,71.9,78.9,77.44999999999999,76.25,62.699999999999996,14.7,13.45,2,1
217,44122,OH,4,1.0502,15.660000000000002,14.920000000000002,1,1.0,1.0,1.0,1.0,1.0,3.5,99.8,99.5,100.0,100.0,85.3,90.1,100.0,70.9,59.9,70.7,69.5,61.8,55.7,13.4,18.5,2,2
218,97225,OR,0,0.98058,15.319999999999999,15.86,1,1.0,1.0,1.0,1.0,0.75,2.375,90.19999999999999,97.1,99.55,99.05,62.55,87.95,98.3,51.74999999999999,53.35,48.900000000000006,46.675,43.5,40.225,14.675,10.025,2,2
219,77521,TX,3,1.0070999999999999,13.125,13.049999999999997,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,98.95,99.9,97.7,79.65,81.1,98.65,70.45,69.9,76.30000000000001,74.94999999999999,79.35,58.400000000000006,13.899999999999999,14.149999999999999,3,1
220,77414,TX,0,0.9340333333333334,15.433333333333332,15.866666666666665,1,1.0,1.0,1.0,1.0,1.0,3.5,93.1,99.44999999999999,98.55000000000001,94.4,83.75,83.8,98.15,70.5,70.25,74.15,69.30000000000001,75.0,56.05,13.75,12.65,2,2
221,37066,TN,5,1.03672,16.2,15.94,1,1.0,1.0,1.0,1.0,1.0,1.75,90.1,95.25,99.25,98.80000000000001,44.1,44.55,95.3,61.099999999999994,49.7,58.1,53.599999999999994,43.5,42.25,17.95,14.7,2,2
222,78629,TX,4,1.02574,16.28,16.48,1,1.0,1.0,1.0,1.0,1.0,2.0,99.3,98.6,99.2,90.3,56.9,68.6,100.0,54.2,37.5,64.1,54.2,28.2,28.8,20.7,16.2,0,0
223,44870,OH,3,0.964,13.700000000000001,14.5,1,1.0,1.0,0.0,1.0,1.0,2.5,89.0,91.0,99.3,99.3,76.1,50.0,95.1,66.9,41.5,67.9,74.8,71.4,60.5,12.0,12.9,3,2
224,44691,OH,5,0.9632999999999999,17.8,18.466666666666665,1,1.0,1.0,1.0,1.0,1.0,5.0,97.6,100.0,100.0,99.6,90.2,80.9,100.0,81.8,80.8,89.3,90.5,83.5,86.9,12.9,13.5,2,2
225,44115,OH,1,1.0061666666666669,18.966666666666665,18.8,1,1.0,1.0,1.0,1.0,1.0,3.0,93.0,94.9,100.0,100.0,84.8,79.5,97.7,69.8,70.5,75.4,68.8,61.2,58.4,14.2,13.8,2,2
226,13601,NY,2,1.0251333333333332,17.833333333333332,17.366666666666667,1,1.0,1.0,1.0,0.6666666666666666,1.0,2.5,90.73333333333335,98.0,99.43333333333334,96.16666666666667,66.56666666666666,78.63333333333334,99.06666666666666,61.800000000000004,52.199999999999996,59.96666666666667,63.23333333333333,56.06666666666666,57.166666666666664,17.900000000000002,14.266666666666666,0,0
227,77058,TX,3,0.9731999999999998,17.266666666666666,17.733333333333338,1,1.0,1.0,0.0,1.0,1.0,4.0,99.0,99.2,98.9,91.5,92.9,88.0,96.3,76.3,70.4,83.5,67.1,78.2,66.1,15.8,12.2,1,1
228,76645,TX,0,0.9227000000000001,16.25,17.6,1,1.0,1.0,1.0,0.0,1.0,3.0,95.3,96.9,100.0,96.1,77.0,78.3,100.0,73.7,55.9,70.4,71.6,72.7,44.1,19.5,14.7,2,2
229,76086,TX,4,1.0218333333333334,15.966666666666669,15.533333333333331,1,1.0,1.0,1.0,1.0,1.0,2.5,92.7,98.8,100.0,95.9,81.2,72.0,99.3,60.8,59.9,65.2,57.1,45.9,38.0,14.0,16.1,2,1
230,78229,TX,9,1.02574,16.28,16.48,1,1.0,1.0,1.0,1.0,1.0,5.0,99.4,99.4,100.0,100.0,72.6,83.4,97.8,84.7,84.7,84.7,88.3,90.0,67.2,10.2,19.5,2,1
231,43614,OH,16,0.97855,14.675,15.35,1,1.0,1.0,1.0,1.0,1.0,4.0,99.1,96.65,98.6,96.55,76.35,78.2,98.8,77.5,78.25,82.94999999999999,77.75,81.1,71.35,18.65,12.85,2,1
232,16673,PA,3,0.9822166666666666,14.383333333333333,14.4,1,1.0,1.0,1.0,1.0,0.5,3.5,96.6,99.45,100.0,97.75,80.2,85.9,98.6,66.95,58.05,75.5,75.0,54.05,54.75,17.2,13.85,2,1
233,27893,NC,2,0.9346400000000002,14.920000000000003,15.700000000000001,1,1.0,1.0,1.0,0.0,1.0,2.75,95.3,96.85,100.0,99.65,73.95,80.69999999999999,97.3,63.1,60.75,69.3,59.050000000000004,62.3,52.6,16.3,12.549999999999999,2,2
234,28560,NC,0,1.0392800000000002,15.319999999999999,15.48,1,1.0,1.0,1.0,1.0,1.0,3.0,91.5,97.0,99.5,98.5,74.4,83.6,89.3,69.7,67.6,74.8,66.3,78.5,56.2,15.8,15.3,2,2
235,28625,NC,3,1.2267,5.2,4.2,1,1.0,1.0,1.0,1.0,1.0,3.5,94.9,99.4,99.9,99.3,82.3,90.9,98.1,74.3,74.9,78.7,75.6,78.0,66.7,19.4,11.3,1,1
236,17042,PA,1,0.9535,14.6,15.3,1,1.0,1.0,1.0,1.0,1.0,3.3333333333333335,94.03333333333335,97.56666666666666,98.33333333333333,93.96666666666665,73.86666666666667,79.46666666666665,100.0,71.0,58.5,74.93333333333334,72.66666666666667,63.333333333333336,57.333333333333336,9.5,16.566666666666666,0,0
