,zip,state,excessive_count,readmission_ratio,predicted_rate,expected_rate,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
15,86403,AZ,2,0.9740666666666669,14.566666666666668,14.733333333333333,1,1.0,1.0,1.0,1.0,1.0,3.0,95.7,99.0,99.5,99.0,79.5,86.4,99.5,71.2,65.6,72.7,77.1,70.5,55.7,17.8,16.6,1,1
16,85029,AZ,4,1.0873599999999999,17.44,15.88,1,1.0,1.0,1.0,1.0,1.0,3.5,98.3,99.4,99.9,98.2,73.1,83.6,98.8,74.7,71.6,71.5,58.8,63.7,56.6,15.8,16.9,1,1
17,85018,AZ,2,1.1010399999999998,17.4,15.84,1,1.0,1.0,1.0,1.0,1.0,2.0,90.0,93.9,99.1,97.1,81.0,88.8,94.1,53.7,50.8,53.1,48.9,43.3,43.2,16.9,17.7,1,1
18,72401,AR,10,0.9511333333333333,16.366666666666667,16.633333333333333,1,1.0,1.0,1.0,1.0,1.0,3.0,97.1,96.5,99.2,95.6,72.8,76.8,94.2,71.1,58.3,70.7,67.3,76.7,67.8,14.6,10.6,2,2
19,72450,AR,10,0.9740666666666669,14.566666666666668,14.733333333333333,1,1.0,1.0,1.0,1.0,1.0,4.0,86.4,99.0,99.7,90.1,74.2,69.6,96.6,74.4,83.3,77.5,84.2,86.6,70.3,14.3,14.9,2,1
20,72455,AR,2,1.07626,17.279999999999998,16.3,1,1.0,1.0,1.0,1.0,1.0,3.0,96.2,94.0,99.9,99.7,80.6,88.4,98.8,63.7,61.7,59.4,69.6,81.1,45.8,17.0,11.8,2,2
21,85308,AZ,2,0.94495,15.05,15.9,1,1.0,1.0,0.0,1.0,1.0,3.5,95.4,99.3,100.0,98.7,84.2,92.3,100.0,78.4,84.3,66.0,70.0,67.5,54.5,20.9,14.6,2,2
22,86426,AZ,2,0.9995166666666666,15.616666666666665,15.65,1,1.0,1.0,1.0,1.0,1.0,3.0,89.4,99.1,99.0,96.1,87.4,92.2,99.6,69.4,62.3,67.7,77.3,68.1,55.7,17.7,14.5,1,1
23,91950,CA,3,0.9962333333333332,15.683333333333332,15.4,1,1.0,1.0,1.0,1.0,1.0,4.0,97.4,96.8,99.1,99.1,75.8,81.1,98.7,69.6,82.8,71.3,80.1,88.6,63.6,16.4,13.7,2,1
24,95521,CA,2,1.02508,16.660000000000004,16.36,1,1.0,1.0,1.0,1.0,1.0,3.5,92.8,99.3,99.9,98.8,80.3,85.7,96.0,70.4,72.7,74.0,81.0,72.4,55.0,18.7,10.2,1,2
25,72830,AR,1,0.99868,16.220000000000002,16.2,1,1.0,1.0,1.0,1.0,1.0,4.25,99.2,99.6,99.9,98.25,86.1,91.0,96.8,79.1,73.85,76.15,74.6,74.30000000000001,67.0,13.9,9.85,2,2
26,71953,AR,2,0.9962333333333332,15.683333333333337,15.399999999999999,1,1.0,1.0,1.0,1.0,1.0,4.0,94.4,97.8,99.7,97.4,78.0,78.2,99.4,79.1,79.8,78.7,87.3,84.5,76.6,19.3,8.1,1,2
27,71603,AR,6,1.02467,17.05,16.630000000000003,1,1.0,1.0,1.0,1.0,1.0,3.5,96.5,99.8,99.8,98.6,89.5,92.9,97.9,69.3,70.2,73.2,75.7,72.4,57.1,13.5,10.8,2,2
28,35960,AL,0,0.98132,15.339999999999998,15.419999999999998,1,1.0,1.0,1.0,1.0,1.0,4.0,96.5,99.6,99.9,99.7,86.1,90.3,99.0,73.8,79.4,77.1,80.6,82.1,67.4,19.7,10.0,1,1
29,86001,AZ,0,1.02508,16.660000000000004,16.36,1,1.0,1.0,1.0,1.0,1.0,3.0,85.6,91.4,99.8,99.4,81.2,91.6,97.5,75.1,69.3,73.1,77.4,77.4,62.4,18.0,18.3,1,1
30,92025,CA,6,1.02508,16.66,16.360000000000003,1,1.0,1.0,1.0,1.0,1.0,3.75,97.6,99.19999999999999,99.95,97.8,83.25,80.7,99.45,69.0,69.2,74.0,77.35,79.55000000000001,59.9,16.25,10.05,1,2
31,93551,CA,4,1.02508,16.660000000000004,16.36,1,1.0,1.0,1.0,1.0,1.0,2.5,97.2,96.4,99.8,99.5,76.1,83.2,97.7,68.3,72.9,61.7,65.3,54.3,40.9,19.0,16.5,1,1
32,90017,CA,10,1.09488,16.220000000000002,14.92,1,1.0,1.0,1.0,1.0,1.0,3.5,96.3,98.9,99.8,100.0,92.6,94.7,98.0,71.5,66.0,79.0,78.4,52.5,52.5,15.0,12.4,2,2
33,91345,CA,4,0.9088333333333334,14.4,15.233333333333329,1,1.0,1.0,1.0,1.0,1.0,4.5,99.0,99.9,100.0,100.0,73.0,87.9,100.0,78.7,84.1,82.7,85.3,86.1,69.3,18.7,15.1,2,1
34,92252,CA,4,0.98166,15.180000000000001,15.6,1,1.0,1.0,1.0,1.0,1.0,3.0,82.1,92.6,99.6,93.3,79.7,83.1,96.9,66.5,74.3,70.7,66.1,65.5,61.3,15.9,13.1,2,2
35,93003,CA,3,0.85095,13.100000000000001,14.866666666666667,1,1.0,1.0,1.0,1.0,1.0,3.5,95.0,98.1,99.8,99.0,70.1,55.9,98.8,73.4,68.9,72.6,80.4,83.3,63.9,15.5,8.7,1,3
36,95401,CA,0,0.947325,13.799999999999999,14.225,1,1.0,1.0,1.0,1.0,1.0,3.5,81.9,99.5,99.6,100.0,76.4,77.2,99.3,72.1,71.0,74.9,81.6,79.5,61.6,15.2,10.5,2,1
37,93309,CA,5,0.9473249999999998,13.800000000000002,14.224999999999996,1,1.0,1.0,0.75,1.0,1.0,4.0,93.92500000000001,98.42499999999998,100.0,97.525,66.77499999999999,64.25,94.475,80.45,75.825,83.0,86.275,80.275,66.025,14.875,8.375,2,2
38,91767,CA,6,0.947325,13.799999999999999,14.225,1,1.0,1.0,1.0,1.0,1.0,3.5,98.7,99.1,99.7,96.1,89.2,97.6,99.7,71.8,71.5,75.1,73.9,78.2,57.6,20.3,11.1,1,1
39,93401,CA,0,0.947325,13.799999999999999,14.225,1,1.0,1.0,1.0,1.0,1.0,3.0,96.2,96.6,99.2,97.3,85.5,90.5,87.9,68.6,65.9,69.9,70.9,78.3,68.1,22.2,6.9,0,0
40,92262,CA,8,0.93894,15.540000000000001,16.44,1,1.0,1.0,1.0,1.0,1.0,4.0,97.1,98.7,99.0,99.7,79.8,83.7,100.0,74.4,68.6,74.7,86.2,80.6,59.9,15.1,10.1,2,2
41,90292,CA,4,0.90778,14.360000000000003,15.62,1,1.0,1.0,1.0,1.0,0.5,3.5,95.65,96.4,99.9,99.7,76.65,85.3,94.5,69.30000000000001,75.5,73.95,76.0,74.65,61.55,15.75,13.9,2,2
42,92123,CA,4,0.9562666666666667,14.233333333333334,14.91666666666667,1,1.0,1.0,1.0,1.0,1.0,5.0,99.1,99.8,100.0,99.7,88.8,88.2,99.8,86.7,82.5,86.1,85.9,85.6,69.2,16.5,9.9,1,2
43,90640,CA,5,0.9562666666666666,14.233333333333333,14.916666666666663,1,1.0,1.0,1.0,1.0,1.0,2.0,83.4,90.3,99.6,98.5,76.0,76.8,97.8,62.8,59.7,58.1,58.4,66.1,49.3,16.2,12.7,1,1
44,93720,CA,4,0.89198,14.459999999999999,16.04,1,1.0,1.0,1.0,1.0,1.0,2.5,98.5,98.0,99.7,99.9,75.3,77.6,98.4,64.3,59.7,64.5,67.8,75.7,60.0,20.1,9.0,1,2
45,92395,CA,3,0.95862,16.36,17.720000000000002,1,1.0,1.0,1.0,1.0,1.0,3.5,87.8,100.0,100.0,100.0,77.2,81.7,98.2,66.0,76.5,74.0,74.9,70.0,62.9,15.3,13.2,1,1
46,95630,CA,3,0.8956642857142858,14.421428571428569,15.871428571428572,1,1.0,1.0,1.0,1.0,1.0,4.0,96.44999999999999,98.95,99.69999999999999,99.1,81.3,86.25,97.94999999999999,75.35,74.4,79.55,80.75,78.6,68.65,16.5,12.149999999999999,1,2
47,95926,CA,4,0.9618,15.4,15.98,1,1.0,1.0,1.0,1.0,1.0,4.5,98.5,98.7,99.8,99.8,79.4,87.9,99.0,88.9,88.3,92.1,86.6,89.6,89.2,18.2,10.9,1,2
48,92243,CA,2,0.899375,13.024999999999999,14.0,1,1.0,1.0,1.0,1.0,1.0,3.25,94.65,99.4,100.0,100.0,84.19999999999999,89.19999999999999,99.05,58.0,61.85,63.199999999999996,67.8,72.85,59.849999999999994,15.65,12.35,2,2
49,95376,CA,4,0.8986500000000001,13.466666666666667,14.433333333333335,1,1.0,1.0,1.0,1.0,1.0,3.0,87.0,95.8,99.1,87.9,83.5,89.2,78.9,69.4,71.4,78.9,60.5,69.5,52.7,18.5,14.1,1,1
50,92354,CA,10,0.9877166666666666,14.666666666666666,14.916666666666666,1,1.0,1.0,1.0,1.0,1.0,2.5,86.9,85.9,99.5,86.3,88.6,93.6,96.9,61.0,46.9,67.3,74.5,74.4,60.2,20.9,12.4,2,2
51,81401,CO,0,0.9602999999999999,15.280000000000001,15.780000000000001,1,1.0,1.0,1.0,1.0,1.0,3.5,92.5,87.7,100.0,99.2,74.4,76.7,37.9,71.1,63.5,77.9,84.4,91.6,65.1,16.3,11.7,2,2
52,6260,CT,1,1.0032307692307691,16.0,16.038461538461537,1,1.0,1.0,1.0,1.0,1.0,3.0,84.4,98.7,99.5,98.4,74.1,77.5,99.4,73.2,66.5,70.7,65.9,67.0,56.2,18.3,10.9,1,1
53,6511,CT,5,0.9528000000000001,15.14,15.74,1,1.0,1.0,1.0,1.0,1.0,3.0,94.2,98.3,100.0,99.8,83.6,90.3,99.5,70.1,68.0,75.7,69.7,71.7,54.0,17.8,13.3,1,1
54,6360,CT,2,0.9818,16.8,17.08,1,1.0,0.0,0.0,1.0,1.0,5.0,99.8,99.2,100.0,99.1,99.1,99.8,99.1,87.4,79.9,86.8,99.0,91.0,86.0,17.4,16.8,2,2
55,6066,CT,5,1.0344200000000001,16.779999999999998,16.28,1,1.0,1.0,1.0,1.0,1.0,3.8333333333333335,94.2,99.03333333333335,99.86666666666667,98.96666666666665,77.8,89.16666666666667,96.76666666666667,77.96666666666667,71.0,79.56666666666668,72.76666666666667,77.3,64.26666666666667,15.966666666666669,15.866666666666665,1,2
56,80701,CO,2,0.98984,15.36,15.539999999999997,1,1.0,1.0,1.0,1.0,1.0,2.5,86.2,84.7,99.8,95.5,61.3,71.2,91.5,69.6,63.2,70.4,75.0,83.0,61.4,20.1,14.3,1,2
57,90623,CA,4,1.1146833333333335,17.366666666666667,15.899999999999999,1,1.0,1.0,1.0,1.0,1.0,3.5,96.15,98.94999999999999,99.95,97.69999999999999,88.75,92.4,97.9,70.85,66.9,72.9,71.30000000000001,73.4,60.349999999999994,19.5,10.85,1,2
58,91773,CA,1,1.01982,17.9,17.34,1,1.0,1.0,1.0,1.0,1.0,3.5,96.8,97.9,99.6,98.6,67.6,76.8,88.1,81.1,72.9,84.9,83.0,72.0,74.1,19.7,10.1,1,2
59,92870,CA,1,1.0242666666666667,15.033333333333331,14.883333333333333,1,1.0,1.0,1.0,1.0,1.0,4.0,97.7,98.6,99.5,95.6,88.7,77.8,90.6,76.5,74.1,82.3,80.5,78.8,66.1,17.1,13.4,1,1
60,91741,CA,0,1.188,18.650000000000002,15.966666666666669,1,1.0,1.0,1.0,1.0,1.0,3.0,86.15,98.25,98.85,98.25,75.95,67.0,98.5,67.2,70.4,70.95,69.55,61.7,57.6,16.4,13.9,2,2
61,95350,CA,4,0.9988250000000001,20.2,20.225,1,1.0,1.0,1.0,1.0,1.0,3.0,95.3,98.5,100.0,100.0,78.0,89.4,94.9,72.9,62.9,71.1,71.6,79.5,60.6,19.5,12.9,2,1
62,91307,CA,15,1.0757333333333332,18.516666666666666,16.866666666666664,1,1.0,1.0,1.0,1.0,1.0,4.75,98.85,100.0,99.85,97.35,89.5,93.85,98.85,77.75,81.95,82.6,84.25,78.80000000000001,67.69999999999999,13.9,11.149999999999999,2,2
63,91733,CA,0,1.05082,16.18,15.4,1,1.0,1.0,1.0,1.0,1.0,2.5,94.94999999999999,93.85,99.7,99.1,76.8,80.5,90.85,62.25,61.65,59.45,56.599999999999994,62.95,47.9,18.85,12.6,2,2
64,90301,CA,5,1.05145,15.616666666666665,15.0,1,1.0,1.0,1.0,1.0,1.0,3.0,99.7,99.5,100.0,99.4,67.4,70.9,97.8,64.9,64.4,61.6,52.8,67.7,50.0,19.5,15.1,1,1
65,96001,CA,2,1.03635,19.450000000000003,19.0,1,1.0,1.0,1.0,1.0,1.0,2.5,97.3,92.7,99.3,96.5,74.7,81.0,97.4,67.8,64.3,69.5,65.6,74.0,59.9,19.1,9.1,1,2
66,32901,FL,10,1.0092666666666668,16.7,16.25,1,1.0,1.0,1.0,1.0,1.0,2.5,88.5,98.6,100.0,99.3,75.1,79.3,99.1,66.4,61.9,61.7,59.6,70.5,55.2,15.1,14.7,2,1
67,32401,FL,3,1.0156800000000001,16.72,16.740000000000002,1,1.0,1.0,1.0,1.0,1.0,3.5,95.0,96.9,99.6,99.8,81.2,88.7,97.2,69.0,72.5,71.8,73.3,75.7,54.5,13.7,14.0,2,1
68,32405,FL,1,1.01362,16.58,16.36,1,1.0,1.0,1.0,1.0,1.0,3.5,85.94999999999999,95.9,99.7,98.2,82.5,76.35,99.2,71.5,67.9,75.85,76.5,76.4,55.7,13.899999999999999,15.65,2,1
69,32204,FL,3,1.02952,19.64,19.12,1,1.0,1.0,1.0,1.0,1.0,3.5,95.7,97.0,100.0,93.0,84.0,83.1,96.5,70.3,66.6,71.3,74.9,79.2,52.9,14.9,16.7,1,1
70,34698,FL,3,0.9139200000000001,16.380000000000003,17.940000000000005,1,1.0,0.6666666666666666,1.0,1.0,1.0,3.0,87.06666666666666,96.3,99.23333333333333,95.06666666666666,83.10000000000001,82.46666666666665,95.53333333333332,67.60000000000001,66.46666666666665,71.03333333333333,69.23333333333333,73.2,56.9,17.333333333333332,13.299999999999999,2,2
71,32960,FL,1,0.9765999999999999,15.683333333333332,16.01666666666667,1,1.0,1.0,1.0,1.0,1.0,4.5,96.0,100.0,100.0,100.0,91.4,95.7,100.0,76.2,80.8,77.8,80.0,84.9,67.6,15.0,12.3,1,1
72,33870,FL,23,0.9840199999999999,15.5,15.440000000000001,1,1.0,1.0,1.0,0.0,1.0,4.0,96.9,99.9,98.6,96.8,82.4,87.7,97.1,78.2,74.8,85.5,87.6,80.5,75.1,19.9,17.5,2,1
73,33872,FL,28,0.99222,15.839999999999998,16.160000000000004,1,1.0,1.0,1.0,1.0,1.0,4.0,96.0,99.7,99.8,99.9,92.1,95.0,99.8,73.5,72.1,74.2,75.5,80.7,59.8,16.5,12.9,1,2
74,34972,FL,4,0.9601599999999999,16.6,16.96,1,1.0,1.0,1.0,1.0,1.0,4.0,97.6,99.9,99.9,93.3,78.0,81.8,96.6,78.0,71.6,80.1,80.0,75.2,70.0,17.8,14.7,1,2
75,34741,FL,6,0.9765450000000003,14.775,14.500000000000004,1,1.0,1.0,1.0,1.0,1.0,2.5,85.1,98.0,99.7,98.3,69.7,72.7,93.3,68.6,62.4,68.0,64.7,64.2,50.3,16.4,14.3,1,1
76,33805,FL,6,1.1405333333333332,21.766666666666666,18.966666666666665,1,1.0,1.0,1.0,0.0,1.0,3.5,100.0,99.1,97.2,99.5,92.7,92.5,91.1,73.3,69.2,78.1,68.2,76.1,75.1,20.7,20.9,2,1
77,33431,FL,8,1.0457833333333333,16.599999999999998,15.816666666666668,1,1.0,1.0,1.0,1.0,1.0,3.0,92.1,98.7,99.9,99.1,76.2,78.7,84.5,68.5,63.2,70.8,76.2,74.6,52.6,15.5,13.6,2,1
78,33613,FL,5,1.08128,19.94,17.9,1,1.0,1.0,0.0,1.0,1.0,2.0,89.3,98.4,98.5,98.7,69.9,60.7,97.3,62.1,55.8,51.8,60.4,58.4,52.3,18.4,20.1,2,2
79,33710,FL,4,1.12482,18.82,17.0,1,1.0,1.0,1.0,1.0,1.0,4.5,97.7,99.6,100.0,100.0,86.0,93.7,100.0,81.0,82.6,85.0,88.2,94.2,68.6,17.3,19.9,1,1
80,33542,FL,3,1.02646,17.58,16.759999999999998,1,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,3.642857142857143,92.67142857142858,98.41428571428571,99.58571428571427,97.97142857142856,75.6857142857143,77.47142857142858,99.04285714285713,72.27142857142857,66.77142857142857,76.99999999999999,78.17142857142856,75.57142857142857,61.314285714285724,16.71428571428571,11.057142857142855,1,2
81,33012,FL,4,1.1354333333333333,17.366666666666664,15.383333333333335,1,1.0,1.0,1.0,1.0,1.0,3.0,93.2,97.3,99.6,99.1,66.4,76.8,99.3,68.9,77.9,73.2,67.5,80.6,57.3,16.6,15.3,2,1
82,33176,FL,1,1.1354333333333333,17.366666666666664,15.383333333333335,1,1.0,1.0,1.0,1.0,1.0,3.75,90.1,98.05,100.0,99.85,77.4,81.25,97.75,75.05000000000001,76.5,81.30000000000001,84.30000000000001,86.4,64.1,13.7,13.3,2,2
83,32778,FL,14,1.1077500000000002,25.225,22.8,1,1.0,1.0,1.0,1.0,1.0,3.0,92.9,99.3,99.8,99.8,84.0,86.3,99.0,65.7,69.4,71.1,66.9,74.8,56.9,15.8,14.7,2,1
84,32117,FL,14,1.0513,21.585714285714285,20.47142857142857,1,1.0,1.0,1.0,1.0,0.5,4.25,96.85,99.2,99.5,95.25,90.15,83.5,92.25,78.35,75.65,82.30000000000001,83.45,82.55,65.9,15.3,15.2,2,2
85,32174,FL,2,1.01075,17.183333333333334,16.883333333333333,1,1.0,1.0,1.0,1.0,1.0,4.0,96.0,99.6,99.7,99.7,87.5,92.1,99.9,74.1,73.2,77.2,77.2,79.5,64.4,15.0,15.2,1,1
86,34748,FL,6,1.0457833333333333,16.599999999999998,15.816666666666668,1,1.0,1.0,1.0,1.0,1.0,3.75,95.85,97.05,99.8,98.95,78.7,80.15,96.95,74.1,70.44999999999999,70.95,80.30000000000001,81.05,61.25,17.35,15.0,1,2
87,19958,DE,3,1.08726,18.279999999999998,16.940000000000005,1,1.0,1.0,1.0,0.0,1.0,4.5,97.8,96.25,99.95,97.35,78.2,84.3,91.80000000000001,82.45,81.75,85.55,89.25,88.75,74.55,15.450000000000001,18.35,2,2
88,30041,GA,2,1.061275,18.275,17.25,1,1.0,1.0,1.0,1.0,1.0,4.0,99.1,99.1,100.0,100.0,65.9,81.3,100.0,77.1,82.3,56.6,98.6,99.0,26.6,12.7,9.3,0,0
89,30240,GA,2,1.0298399999999999,16.66,15.9,1,1.0,1.0,1.0,1.0,1.0,3.5,96.4,97.75,100.0,99.2,75.35,79.19999999999999,98.1,72.5,68.5,82.69999999999999,76.25,79.85,61.2,16.9,8.8,2,2
90,30512,GA,1,1.02448,16.82,16.24,1,1.0,1.0,1.0,1.0,1.0,4.5,98.7,99.5,100.0,100.0,84.6,86.3,100.0,82.5,82.9,92.1,83.4,77.9,71.4,16.1,9.6,2,2
91,32209,FL,6,1.07196,18.020000000000003,16.32,1,1.0,0.0,0.0,0.0,1.0,3.5,94.3,98.5,100.0,100.0,76.8,86.7,98.4,78.8,66.0,65.7,75.2,82.8,59.1,14.0,14.1,1,2
92,32806,FL,2,1.0298400000000003,16.66,15.9,1,1.0,1.0,1.0,1.0,1.0,2.5,77.9,95.4,96.8,99.0,67.5,71.6,92.6,69.5,66.3,58.8,72.5,78.1,57.1,21.9,14.5,1,2
93,32958,FL,8,1.01942,16.28,15.88,1,1.0,1.0,1.0,1.0,1.0,3.0,83.2,93.3,98.9,99.0,61.5,74.5,97.3,65.0,67.7,64.7,70.1,76.6,53.0,8.8,11.7,0,0
94,32547,FL,6,1.085,17.520000000000003,16.300000000000004,1,1.0,1.0,1.0,1.0,1.0,4.5,97.7,99.0,99.9,99.7,82.1,85.8,99.3,78.3,78.5,83.0,86.0,81.7,72.5,17.5,15.5,2,1
95,32073,FL,5,1.02276,18.000000000000004,17.540000000000003,1,1.0,1.0,1.0,1.0,1.0,3.5,97.6,98.5,99.75,99.55,85.25,73.65,97.5,71.94999999999999,69.0,70.25,76.5,70.05,54.75,16.1,13.85,2,1
96,33324,FL,10,1.04286,16.259999999999998,15.920000000000002,1,1.0,1.0,1.0,1.0,1.0,3.0,93.6,98.8,98.7,99.5,64.2,79.7,94.6,69.5,60.6,72.0,71.3,76.5,69.3,15.4,9.7,2,2
97,32177,FL,3,0.9535666666666667,16.466666666666665,17.26666666666667,1,1.0,1.0,0.0,0.0,1.0,4.0,98.1,100.0,100.0,98.1,72.7,82.9,100.0,71.4,70.1,71.0,77.1,71.9,58.0,12.2,12.8,2,1
98,31768,GA,4,0.9431833333333334,14.066666666666665,14.733333333333334,1,1.0,1.0,1.0,1.0,1.0,3.0,93.5,88.7,96.5,85.0,50.0,62.7,84.3,67.4,73.7,71.7,62.5,88.2,57.1,12.0,10.7,1,2
99,31602,GA,4,0.93705,17.1,18.2,1,1.0,1.0,1.0,1.0,1.0,3.5,93.75,94.85,99.82499999999999,96.2,79.175,76.67500000000001,94.075,77.3,74.35,79.625,80.875,80.125,67.175,16.200000000000003,12.424999999999999,2,2
100,30635,GA,3,1.0193166666666666,16.400000000000002,16.033333333333335,1,1.0,1.0,1.0,1.0,1.0,3.5,95.6,99.0,99.9,99.4,69.5,75.1,96.4,71.5,70.5,74.0,68.9,75.5,61.5,12.1,9.8,2,2
101,30553,GA,2,1.1043,16.45,15.15,1,1.0,1.0,1.0,1.0,1.0,4.0,94.9,94.9,99.9,99.6,78.2,82.6,98.2,84.9,81.5,87.4,78.0,79.5,73.0,17.4,10.1,1,2
102,30224,GA,4,0.9893,15.449999999999998,15.450000000000001,1,1.0,1.0,1.0,1.0,0.0,4.0,95.2,98.7,98.2,94.6,68.5,71.1,92.9,88.4,83.3,89.1,88.5,89.0,68.3,18.9,10.5,1,2
103,34952,FL,5,0.97334,15.819999999999999,16.16,1,1.0,1.0,1.0,1.0,1.0,3.5,90.3,98.1,100.0,96.8,80.6,83.2,99.3,74.9,71.0,70.4,68.7,76.3,56.1,15.3,12.7,2,2
104,33028,FL,1,1.053725,19.7,18.674999999999997,1,1.0,1.0,1.0,1.0,1.0,2.5,90.8,99.1,99.6,99.2,74.1,87.0,99.3,68.5,61.8,71.1,59.7,67.8,57.9,16.5,9.9,2,2
105,96817,HI,1,0.9838500000000001,17.875,17.625,1,1.0,1.0,0.0,1.0,1.0,3.5,98.6,95.8,100.0,98.6,79.5,81.9,100.0,78.4,73.1,71.6,80.3,75.9,59.4,9.2,11.7,2,2
106,33770,FL,5,1.07302,16.279999999999998,15.620000000000001,1,1.0,1.0,1.0,1.0,1.0,3.5,93.1,97.4,99.8,99.3,78.0,88.9,97.1,74.0,73.5,81.7,77.3,77.4,64.7,15.0,12.5,2,2
107,32308,FL,18,1.0502166666666666,17.083333333333332,16.666666666666668,1,1.0,1.0,1.0,1.0,1.0,4.5,97.7,100.0,100.0,100.0,80.9,83.9,99.1,76.0,84.0,77.6,91.4,88.7,65.8,20.6,11.5,1,2
108,34667,FL,10,1.033566666666667,16.349999999999998,15.816666666666665,1,1.0,1.0,1.0,1.0,1.0,3.5,97.9,98.9,99.8,98.9,75.5,85.9,98.9,66.7,64.3,74.0,72.8,68.8,56.0,14.5,18.3,2,1
109,30606,GA,0,0.9925333333333333,15.316666666666665,15.500000000000002,1,1.0,1.0,1.0,1.0,1.0,4.0,98.56666666666666,99.16666666666667,100.0,99.66666666666667,67.33333333333333,67.8,97.39999999999999,74.73333333333333,70.60000000000001,84.2,90.60000000000001,79.43333333333332,70.96666666666667,16.0,11.5,1,2
110,30458,GA,9,0.9845833333333333,15.200000000000003,15.299999999999997,1,1.0,1.0,0.0,1.0,1.0,3.0,97.9,99.6,98.6,98.3,74.2,76.6,97.1,69.3,66.3,71.1,70.5,75.2,53.8,23.0,4.3,2,2
111,60616,IL,4,0.9819999999999999,16.4,16.660000000000004,1,1.0,1.0,1.0,1.0,1.0,5.0,97.6,99.8,100.0,99.6,99.4,82.8,100.0,88.1,86.1,92.0,86.0,82.7,68.7,16.1,10.0,2,2
112,62002,IL,20,0.9853000000000001,17.966666666666665,18.2,1,1.0,1.0,1.0,1.0,1.0,4.1,98.1,92.18,99.94000000000001,97.72000000000001,72.52,80.94,99.58,85.62,85.4,86.48,85.88,78.3,73.0,15.16,11.62,2,2
113,62052,IL,0,1.02788,16.359999999999996,16.24,1,1.0,1.0,1.0,1.0,1.0,4.0,97.17500000000001,97.80000000000001,99.7,95.975,71.5,79.275,98.30000000000001,74.89999999999999,76.1,86.4,90.275,84.975,73.925,16.15,10.525,2,2
114,61401,IL,1,1.02956,16.54,16.36,1,1.0,1.0,1.0,1.0,0.6666666666666666,4.0,90.89999999999999,98.33333333333333,99.33333333333333,97.06666666666666,88.13333333333333,77.2,89.83333333333333,83.66666666666667,70.5,87.7,82.89999999999999,74.86666666666667,56.300000000000004,19.066666666666666,8.200000000000001,0,0
115,30474,GA,2,1.0459,3.9,3.8,1,1.0,1.0,1.0,1.0,1.0,4.0,97.0,98.8,100.0,96.3,86.2,92.7,93.8,84.9,73.4,98.2,62.2,75.5,83.3,16.2,19.2,1,2
116,31036,GA,0,1.01112,14.860000000000005,14.100000000000003,1,1.0,1.0,1.0,1.0,1.0,4.5,95.7,98.6,99.8,99.7,75.5,78.2,100.0,83.5,81.8,87.5,81.8,91.0,67.9,17.5,10.4,1,2
117,30274,GA,3,0.9427199999999999,14.580000000000002,15.4,1,1.0,1.0,1.0,1.0,1.0,3.0,90.8,98.0,100.0,100.0,66.3,63.3,96.4,60.9,63.0,69.9,67.5,72.7,54.7,14.8,12.1,2,2
118,30165,GA,3,0.9736833333333332,15.083333333333334,15.300000000000002,1,1.0,0.0,1.0,0.0,1.0,3.5,99.1,98.6,100.0,100.0,71.3,74.5,100.0,77.8,72.7,81.9,74.5,65.4,61.0,20.0,12.8,2,2
119,60515,IL,3,0.9483333333333333,13.25,13.816666666666665,1,1.0,1.0,1.0,1.0,1.0,3.5,93.3,97.1,99.8,96.3,75.3,76.0,93.4,72.2,70.5,78.1,75.8,79.9,66.2,14.6,12.6,2,2
120,83404,ID,0,1.01104,17.02,16.8,1,1.0,1.0,0.75,1.0,1.0,4.125,97.325,98.97500000000001,99.65,99.5,64.575,68.22500000000001,99.9,85.6,65.825,84.25,96.45,79.85,46.625,12.350000000000001,10.024999999999999,0,0
121,60631,IL,4,0.9976166666666666,15.133333333333335,15.616666666666667,1,1.0,1.0,1.0,1.0,1.0,3.0,77.4,100.0,100.0,100.0,92.2,85.5,98.2,60.1,63.3,73.0,53.4,64.1,57.7,16.0,10.6,2,2
122,62040,IL,15,0.947711111111111,15.544444444444444,16.466666666666665,1,1.0,1.0,1.0,1.0,1.0,4.0,98.9,99.2,99.9,98.45,63.599999999999994,71.7,97.19999999999999,72.6,70.0,80.85,81.25,83.0,66.85,13.600000000000001,14.35,2,2
123,46060,IN,0,0.9469,18.799999999999997,19.866666666666664,1,1.0,1.0,1.0,1.0,1.0,3.75,95.19999999999999,99.6,98.95,94.1,77.94999999999999,73.7,97.95,76.5,74.94999999999999,79.6,79.5,82.35,68.1,18.15,13.75,2,2
124,47250,IN,3,0.9707000000000001,13.74,14.2,1,1.0,1.0,1.0,0.5,0.5,3.5,94.15,95.0,100.0,99.69999999999999,80.45,86.6,91.85,75.2,72.2,80.95,74.8,75.45,70.35,18.75,10.55,2,1
125,46176,IN,0,1.0222142857142855,14.085714285714287,13.7,1,0.0,0.0,0.0,1.0,1.0,3.0,89.8,99.0,96.1,100.0,61.8,46.5,98.0,81.9,73.9,81.2,66.1,75.4,41.3,19.6,8.5,2,2
